10000 40000
3979 4115 -6
2202 3953 -3
9786 2507 11
6000 3568 12
7120 7952 -6
2859 9976 15
9781 3448 14
2750 1272 5
8090 5044 18
1460 3084 5
9564 2578 17
2440 5061 15
5218 8191 -17
5319 5993 -9
8893 5103 -9
1777 8700 -2
5743 7333 -20
2620 525 10
1499 9202 1
3442 7892 -20
9956 1245 14
5551 3473 -2
9358 8140 -19
5505 2843 -15
9668 1514 -13
5985 255 14
3668 2538 10
565 934 -8
3048 5108 -7
5668 4697 0
307 1160 -13
3589 2690 17
1041 7749 18
8557 9424 0
6914 5909 -17
5371 6690 -15
8786 354 -7
1975 196 7
9502 8838 13
1873 2198 4
9668 1031 20
5700 9913 12
6192 6098 -16
9998 8118 -2
2460 1894 10
3112 3290 8
3378 7238 0
8910 1247 -2
8547 9495 2
4351 22 -20
9973 2322 11
8533 8062 15
9639 7123 -14
4570 8683 3
704 5440 -12
2054 9057 15
265 3340 0
1269 7311 15
8955 8007 -17
3786 4221 5
6874 2 -12
2093 9044 -14
5805 9890 -9
1929 5457 -7
3014 6459 6
106 8868 -15
6543 114 -13
7728 5922 16
3010 8837 -11
9650 3275 -18
9660 4778 16
9044 8246 -5
8027 1041 -16
3727 3726 -7
3102 2947 -15
9179 3349 -5
3882 8086 -13
2817 3984 -4
884 336 -16
5049 451 19
3381 7502 13
8893 6609 -14
1863 953 -19
4802 5358 -12
9479 4196 19
8223 7084 -3
1003 1290 16
4544 6811 -6
4327 3018 -6
2966 5938 7
9929 5955 -5
7008 1048 6
4400 3720 -20
5578 4369 17
4579 2864 -3
6015 1713 -15
8272 7362 -5
7643 8260 -18
721 343 17
6221 8663 5
167 2005 0
8951 4454 17
3600 1729 -3
2725 5424 2
7280 9874 6
5106 1014 -5
2509 8733 13
4191 7522 -19
9479 764 3
2919 5597 10
7384 5485 -11
9951 6169 -7
4461 9791 -1
6381 523 5
7907 8162 -6
5668 2301 8
4739 2677 -14
7972 4015 14
9117 7401 2
4665 5768 -4
7484 5241 -1
325 2824 -15
7802 5989 10
4329 1642 -8
9781 6320 0
3719 5411 -19
1416 3656 1
1316 7281 5
1720 4553 12
1052 1124 8
3168 6665 2
7295 1327 11
3997 7852 8
7007 8251 -2
8847 5663 5
171 7954 -5
8892 6417 9
1457 8881 -9
4612 6831 11
2222 5389 11
398 8166 -20
5090 9931 -7
5926 5399 13
4215 117 -2
3575 1861 9
6164 1011 -12
6485 7675 10
9861 1946 -19
668 3157 0
3773 8778 -3
9422 3046 -1
470 9887 -12
959 3536 2
7630 3193 16
2284 5714 16
2912 6584 -18
9139 6105 -10
5889 73 -3
7243 1008 -20
9290 6496 -16
359 891 -15
8918 5308 -11
1721 3732 12
7722 1688 2
1633 5608 -14
8268 5203 -1
3645 8534 -10
3591 5680 8
7237 563 -16
6780 2754 -1
6671 8712 -7
7288 1191 0
5746 2288 -3
3093 6938 4
8496 7357 15
9465 1880 -5
7170 5739 -6
7372 5605 16
1537 3287 16
756 4993 6
5908 8687 -4
8228 9672 17
7020 6160 -8
4808 4399 -8
3957 6526 -5
2416 747 -3
4658 690 -11
7148 8370 -17
3528 7132 -20
7613 734 -2
4690 1817 7
5982 2212 4
6214 4449 6
7468 5721 -18
871 136 -17
1212 9646 -8
1492 7936 4
5078 4023 11
6732 4573 6
6068 819 -14
1399 4188 -9
1077 771 -3
9104 2392 20
5282 3986 -17
7615 7487 9
5563 2511 6
8094 5658 4
5228 1224 18
3275 559 0
7784 481 -20
5068 5020 -11
4669 4665 17
6919 458 14
6363 4491 -16
8421 4020 9
2103 4006 -11
5019 2591 6
8987 3389 -2
8221 6428 -15
6869 1877 -17
3270 5667 1
4505 7730 -3
7264 7030 3
2304 4705 16
3371 7504 10
6301 6803 -13
212 2531 16
2097 89 -20
3842 52 9
3370 431 -20
1924 7420 -2
7455 6810 3
7172 8149 -19
5189 5442 19
9690 7379 -3
3997 7522 -5
6299 197 -16
9225 6271 1
7236 3018 -10
6683 6802 19
5126 6727 14
5853 5484 -6
3133 6540 -7
3030 7884 -13
9131 6060 19
2226 9244 -10
460 1514 -9
6419 5197 -12
4332 3690 12
6128 4337 -13
6033 5521 4
157 3281 -11
9915 2400 10
8012 8605 10
7284 2988 -11
1717 5857 -11
9573 3550 11
4763 3643 4
9660 8163 17
912 2538 -20
7674 4960 -7
6825 6552 14
7705 206 0
8579 650 1
1135 5050 -5
5260 8903 17
4762 4201 13
6660 7034 1
2536 6489 11
9812 9438 17
3919 529 10
1798 5673 -3
7840 5889 12
3715 6299 -3
4732 7099 13
3022 3694 -14
6937 4432 10
1980 5693 -14
2753 1949 14
4502 8024 -19
1115 3388 1
2153 2085 16
3631 9417 16
5130 3704 -8
6377 6663 20
7032 3257 4
8638 1570 -1
227 9511 9
3224 419 -3
5281 7813 16
2895 5956 14
7991 831 -5
6349 1534 2
7899 7524 -13
9647 2067 -18
5148 7269 12
4057 5034 -8
5449 7394 4
3857 4161 17
8982 957 -15
1645 4450 14
4836 4113 16
5328 4706 -15
2422 4007 -17
2402 3881 -13
1795 7829 14
3905 8554 -19
3584 1371 -18
4614 8089 14
3726 4289 -17
5465 2446 12
582 642 12
1205 6420 14
2838 6834 11
3599 4291 0
8583 4007 -7
9934 3229 -4
8601 8921 -16
1585 6829 -3
3588 7800 19
2798 3835 0
7717 7730 10
6990 3176 -10
7706 4945 -17
334 7785 -2
296 736 1
1610 2471 -4
9244 939 20
153 9120 -11
196 6371 20
9746 8756 -18
8831 9888 11
2332 4078 9
5667 2925 4
2170 6759 -4
3651 9259 12
8393 9784 -15
6264 5196 -20
4955 2419 9
6708 1256 -10
7161 4535 -7
439 6279 18
940 9897 -8
7398 2167 13
4161 8568 8
3534 8397 -3
9944 9913 14
5942 6951 3
378 8415 7
3598 1427 2
350 6405 13
8836 3818 -13
7511 5851 -15
6773 6662 18
2204 9633 19
4364 2633 -20
4914 9298 -12
5823 9163 15
7346 8397 9
4717 3896 9
3790 8692 -15
4767 5 10
445 1124 17
7821 862 2
9146 7759 10
215 3107 -17
6032 7795 -20
3182 1612 12
4382 927 -2
844 3140 17
5908 9804 2
571 1109 -9
3041 9966 0
6991 8543 -6
2161 9869 -16
2860 1351 -20
878 6384 19
8911 6225 5
7777 1850 -8
9597 9487 -4
3009 9481 -7
2871 6202 15
5974 4476 -8
9764 8069 -20
7209 4373 -1
5275 4053 -9
6821 2975 13
407 5125 9
9147 2238 10
9981 4003 13
3689 8983 -8
7310 4718 16
5164 6926 -5
3683 4494 -20
4430 2028 -5
6817 1748 -14
7451 1052 -11
8287 312 -5
1747 6086 5
4082 7158 -6
4715 9095 -14
1138 9295 5
1831 85 20
4923 3516 6
9226 8563 -7
3677 8525 19
8116 7582 -3
1856 9534 -18
8250 1429 13
1746 1359 6
6190 7198 13
6000 2723 8
8472 6421 -16
4100 8041 8
6541 2945 -8
7521 1405 -10
7682 3896 11
6395 5750 5
149 2962 -19
3506 1604 -18
7552 1412 19
855 7385 -13
7263 492 4
2950 5766 -9
5329 7904 1
2859 6040 7
5405 1720 -18
7047 7026 -17
6488 1910 -8
3869 9984 -6
4363 2046 -19
5533 4940 -14
7926 1062 -2
7406 887 -5
8888 1601 16
7310 5603 -10
2715 1633 15
1947 767 -5
4089 9198 4
3802 5928 -15
9760 6300 -6
5255 1983 -15
9497 172 13
9388 9994 18
8667 288 -8
7344 2617 -4
7104 2982 -4
317 3154 15
5637 9044 -8
217 8630 20
2900 680 -1
4561 1463 -20
1607 2681 8
1631 7313 19
1953 9718 -14
2790 1794 4
5464 4496 -4
2582 4537 17
1483 3459 18
4619 2986 5
6315 2228 18
8820 5991 -15
3472 9632 -17
8719 7938 -3
6948 7722 -15
5397 6287 -13
5608 2318 -8
3312 3528 13
3334 4152 -18
5439 5678 9
8013 6471 -9
4441 5000 -12
5931 2049 -7
8119 8154 -9
6531 1211 -15
2772 8182 1
9919 1333 6
3109 7104 -10
728 9542 -13
8701 961 19
9623 3473 12
8355 4521 4
522 9826 -16
3313 7153 -1
9287 99 14
3495 5401 -17
4209 4681 5
5390 3346 -19
5658 2217 11
7352 9326 0
4780 2894 20
2910 2511 -6
8589 7648 -1
6201 51 3
8094 4242 -6
9909 4252 0
912 874 -16
660 9900 -10
2887 887 13
7109 1542 3
2365 551 -1
1228 4832 -6
8148 9813 3
798 4819 2
3994 2718 18
9632 3922 14
721 8555 -14
8909 9281 7
2881 7646 -9
4646 1085 11
5049 9593 -5
4939 3540 -6
7108 3517 14
3575 4566 1
7045 8672 15
8644 4818 -4
3098 572 -20
3121 8969 9
9260 4299 2
3443 7814 -15
947 7891 8
9074 5588 3
165 1178 -14
289 1094 -16
9500 61 18
7776 5077 -5
9430 7761 -8
9566 4510 4
275 2538 0
2958 190 11
1256 9775 -8
1149 4896 19
9894 8179 -16
6921 1024 6
3697 1791 10
1014 549 16
6174 708 -10
8284 8124 0
3138 8503 -16
7656 7129 -20
9048 1970 19
3612 7263 -7
8390 9994 -1
9203 5850 -14
8038 8828 -1
3496 5988 -1
887 9353 -10
2649 6883 -18
9993 2905 -12
8882 3199 -4
5629 9013 -14
2909 6330 5
2366 7721 6
7496 1887 13
7686 8060 -2
2088 2927 11
1340 5807 8
5840 5474 -5
1094 2608 -3
3651 879 -8
7217 6784 20
1214 1147 4
3199 9235 14
1527 3623 8
988 490 10
5957 7626 -4
3349 992 -8
3561 7648 8
5186 6031 -13
1697 5509 15
6970 4378 -9
5535 5670 -19
2593 802 -6
6187 2258 17
9045 1966 -11
2983 5978 -16
5620 6793 -6
5347 8599 18
5924 7067 -18
9000 7344 -8
788 8011 -10
1895 7514 -1
589 2793 -18
1861 1154 19
6748 2044 19
7499 8691 -9
1707 8726 18
2543 6289 9
6979 2704 10
952 7008 3
642 8985 0
624 6414 12
6277 2320 5
6398 4686 -9
6171 6559 -3
3148 1852 7
5964 773 -15
7589 1178 -19
5021 2731 12
6755 5064 -13
5881 7184 3
6462 2834 -14
1478 3251 1
4099 4539 18
2571 266 -3
4942 8587 -20
7461 4639 10
3577 9821 9
8583 9102 12
2263 7686 -12
5664 2668 14
3655 5319 -10
3722 9562 -3
6780 2850 -13
9872 7257 -1
4158 9569 -18
6101 479 12
5371 7140 0
6415 4640 -3
2838 4349 7
5674 6712 0
9347 3773 15
8009 6492 18
6715 5338 12
7801 8272 -3
3212 4020 -18
5857 5384 -9
2369 5888 5
853 2292 -18
2861 1642 -3
9793 4947 2
1662 4460 13
3221 5671 18
9467 3773 6
9819 2442 -12
6845 4554 3
3814 4661 2
9112 4516 19
8139 4437 6
1112 698 10
7063 9768 8
5145 8563 -3
9650 1650 -12
9976 9154 1
2761 6278 17
8283 1872 -16
4641 5753 -18
1267 664 -15
6475 7456 3
5451 4391 -7
6506 9045 11
9837 4386 12
9958 9808 -3
3630 3075 9
3788 1253 19
1575 4431 14
943 7950 13
5945 3143 2
6659 118 -10
4818 1582 17
6986 9241 5
9504 6865 3
8147 4932 -11
4217 4850 20
7264 3890 -16
7894 587 9
8639 9676 -15
2581 1917 13
8728 9467 18
5054 6509 0
7303 6257 -19
8577 4258 -2
2200 8628 -8
9520 4555 15
2092 6212 -12
1512 7185 13
1749 2369 13
1773 1164 -19
6075 3333 10
6170 1123 13
5419 487 4
8979 8368 2
6272 814 13
6089 4523 18
594 6023 4
5419 4173 -14
1102 2550 9
4500 8234 3
8737 5842 -1
8213 8226 6
3416 301 12
3871 4625 6
6682 7683 -5
1872 2400 -20
1625 4916 19
7650 2675 -9
3812 4615 -5
2240 6681 -15
9557 1851 -14
5888 2579 -1
6254 1924 0
3924 4256 10
9826 8219 9
912 8486 -19
1991 9594 -19
8486 8907 -18
9749 5911 -3
591 9690 -20
6842 6121 -15
3215 5983 10
3828 6037 -2
7933 5836 17
8770 8814 3
8775 9059 0
8692 4137 19
8176 5195 8
3068 9207 -19
8118 3851 10
7764 6832 -10
9662 8512 2
9697 5224 6
846 2097 -17
3562 2727 20
2026 395 -20
2338 914 1
8323 1116 4
93 2841 -19
8186 269 3
6778 9352 -3
7817 4110 -1
6775 8958 -18
292 4219 11
1038 3848 3
4859 8465 17
876 8167 -14
4897 438 4
1113 8610 16
5854 5415 12
4929 2919 7
4436 3337 -1
690 8162 9
1344 3272 -8
630 2244 -14
1693 1124 10
4209 5835 15
7235 1676 10
3753 7991 -2
7126 1321 -17
4249 6310 18
3432 932 -3
5026 787 5
7179 6277 -2
9912 7550 -16
3425 4452 -10
4499 436 -15
1474 5214 -13
6407 7066 -10
6758 2367 -9
7275 3558 0
4922 693 2
3660 6894 -19
9020 5658 -14
3082 7456 -7
8124 1644 -16
7821 7660 16
789 4870 -11
3907 6750 -5
2146 4994 4
1923 6807 5
1376 3471 1
3880 7300 -5
8874 2434 -20
5320 3841 -10
8334 2493 12
3233 1993 9
6605 7496 14
8612 8830 -20
2093 3018 8
9990 8736 5
4048 2604 4
6268 3916 -16
8024 1068 4
2290 9778 3
5019 2318 20
8793 3248 4
3672 1611 -13
7198 6261 6
1413 5172 17
6364 1583 12
2189 9228 -1
6166 1564 -8
2755 4369 9
4882 523 8
5725 7931 12
5462 5441 -1
929 5734 11
2514 9919 -20
5580 873 -1
4306 2795 -4
1213 2274 11
9459 7052 3
8384 3992 12
5537 9832 20
9987 6904 -1
9384 2870 1
4225 7854 -7
5712 4973 15
2374 9452 -9
464 9941 -17
7605 2653 2
6634 8744 -8
2337 3034 -20
3798 9781 4
9267 8109 -13
709 7947 12
5136 4435 -12
9009 5426 -18
773 1998 -10
8106 4605 -8
1444 3771 5
9636 7927 1
75 1636 13
8383 4957 -14
2114 958 9
5564 9602 -5
8222 3190 17
3716 4292 13
1084 3609 6
7641 4203 -7
7608 7693 8
726 1751 0
2557 2212 3
8748 9831 17
7294 5685 8
2931 2078 -20
9669 345 9
1201 1541 -8
6396 6650 3
7948 6061 -4
3193 9638 0
8112 4716 -7
6563 3064 -1
6318 743 -5
4025 311 -14
5884 9819 -17
7946 3780 -13
9410 922 5
2903 4794 8
8170 9214 -20
8356 3458 14
5395 3366 -15
6820 2387 -8
683 7231 -6
9627 7134 -11
7500 1638 -16
306 7037 5
3418 777 11
4982 5496 3
5120 3227 14
7547 5033 4
8712 7036 8
799 3102 -5
2632 6425 12
289 3902 0
7514 259 11
6015 3466 -15
7355 3233 -17
4442 4047 -17
7072 3683 -11
5509 83 -19
1300 7519 15
953 3980 6
3063 1428 -18
3945 4014 4
2159 7802 -9
8119 3694 13
8553 7753 8
7633 3552 0
1637 4830 -16
4124 4174 6
7557 6032 -5
8806 1293 5
7511 5878 -6
8277 1811 -16
8456 1533 -4
5032 4409 8
922 7708 -13
9819 5430 10
1456 7712 5
8960 1627 7
129 7237 -14
8716 2980 -2
1111 8321 -2
7497 4206 11
6918 4282 7
2680 2425 1
2228 7724 15
1259 6422 10
3482 443 -1
5599 9802 2
2956 1990 -4
1446 9977 -18
695 8646 -19
3357 7841 -7
2256 2727 -3
5711 8660 -3
2884 5104 14
2747 1216 20
8986 5541 14
5292 3907 -20
7601 7504 3
4023 6784 16
2830 4732 -18
5785 555 2
1068 7184 9
2587 6594 -5
9558 8712 9
5643 9461 -7
1081 16 -18
423 2249 14
9837 5865 10
6423 954 -15
5519 5319 15
5065 8441 0
6329 3566 10
23 2029 4
6212 9973 6
6008 7367 12
853 4966 9
8653 5500 -5
4369 2594 -7
8261 8544 10
3907 4358 -12
2448 795 5
7262 1132 12
4015 8503 20
5506 8789 -15
2775 6506 -8
2404 748 -11
7373 6472 5
2857 272 -11
3418 2949 -7
3744 2672 -4
7426 2011 7
8242 6884 -4
561 4115 1
1040 9399 3
6668 8795 9
952 9704 -20
9117 7068 19
3194 8251 -5
8523 3952 5
487 5921 5
7948 9125 19
5276 9438 -12
9987 7894 -15
4862 2953 16
8366 5706 -15
7661 4177 7
7461 6321 8
1077 1670 16
4719 5221 -19
3303 252 5
5597 3886 -7
6837 2920 11
7422 428 -17
7277 4342 4
6078 6885 10
3569 2523 18
2025 605 7
120 4260 6
8026 6644 6
7354 3648 8
2776 2264 -7
8542 2508 4
6636 4033 18
8047 8795 -7
5006 1654 18
2748 7033 4
5655 1184 12
2012 8180 -4
3833 4085 -7
8173 6090 20
2689 8657 -14
3784 6611 -8
7063 5036 -13
7739 4216 16
4286 9330 4
789 7697 -13
2320 3593 -3
9078 6553 20
662 646 -9
1415 4599 1
5691 3530 -5
9794 5146 15
8806 1294 -9
7655 6191 14
5948 5622 -6
8074 1652 5
741 7115 -11
8277 2752 18
6828 5986 10
8568 6674 18
7092 6994 6
2074 7957 6
8938 5032 6
9479 548 -19
8163 1167 -7
2962 2219 11
897 5637 16
4903 6679 -4
7820 4807 -13
7376 4212 -5
8657 2944 12
1356 2175 3
9846 9384 -1
9610 3160 7
9328 7434 0
3882 8810 -19
3000 9838 12
4103 3140 15
6023 4631 5
8742 1513 -13
4900 4837 15
7735 6826 15
1710 8764 -3
1334 367 -13
5004 4463 8
8445 6340 9
2230 7507 -13
5126 3630 3
3348 8611 -10
9115 6269 -10
1053 5790 13
2382 4511 18
4522 7530 19
8056 6574 -11
6707 6916 13
8124 9774 8
6238 4315 -13
9708 8434 1
2696 3285 -15
8778 8661 -6
2609 243 -9
3624 521 11
3050 960 11
3592 4148 -2
2891 16 -15
9344 332 -17
2809 9031 3
6439 652 7
5001 72 11
3758 2686 -8
7111 5600 -18
8604 366 -1
3557 836 17
9995 2634 -8
288 714 7
918 5238 -3
8494 8762 19
7694 1660 17
6782 3125 20
4922 2054 10
2287 9866 18
6692 5185 4
6801 5282 5
877 8762 -15
1592 1958 -4
1184 1894 -5
5850 2204 -10
3620 7075 10
6853 9013 -12
6565 5818 10
3822 6762 -3
8240 7537 15
2764 9296 13
167 7279 -12
2369 9685 -3
8285 7215 16
6518 1707 2
5699 8948 19
1416 1396 16
3537 6195 -2
3370 427 -14
6188 2813 -18
9217 6758 -7
9629 3818 17
8292 7123 14
5486 5181 15
6603 5091 -9
132 1077 1
193 4690 5
9623 5318 -15
7513 5757 6
8783 4079 0
2996 5179 -19
6056 82 15
5503 7167 1
1250 9688 16
1076 2018 -12
8528 1677 -17
6433 3241 -5
1405 9433 16
829 7983 1
1567 2802 4
61 469 -20
6628 8669 -11
662 698 -3
3570 2821 4
7848 8037 17
4343 2994 -16
3221 6767 17
7039 8857 5
3076 7186 17
271 6763 -20
33 6860 5
1855 7047 -1
5671 2827 -9
7531 4116 0
7765 6144 -10
4984 9503 -14
1935 4614 -19
6495 1679 3
2208 9908 -9
9720 5959 -16
7946 1956 5
6421 7741 6
7569 875 11
1060 1323 10
2094 6505 -12
1182 3885 20
6421 1437 -2
4999 6959 -15
5596 2353 12
1976 8522 -4
9368 7955 -16
7083 2137 17
5647 4384 19
8633 1489 -10
5518 5358 -17
5614 2077 -17
1472 1805 5
8934 9905 -17
4061 5962 -2
7289 5759 -18
7473 1332 -20
9248 5659 -8
911 8661 -14
7849 9048 7
4852 1404 -14
1015 7745 3
682 2065 20
6647 1749 -20
5306 8542 -9
4367 3338 10
5294 7659 -14
4829 6653 -19
9837 6722 -9
3285 316 -5
4343 9895 -18
1779 5309 -17
5972 3093 7
8875 7909 18
9259 917 11
1743 7865 -20
8248 7250 -5
601 9132 14
6158 2236 0
6030 7854 -12
6313 1727 5
2619 7890 -1
3675 2409 3
406 4243 14
9142 9744 12
6344 9196 9
1470 7397 -17
281 6253 -1
6140 7994 0
2694 9078 11
5262 8238 -15
2701 3378 19
5490 5327 2
4612 4021 -10
2662 7656 3
5590 5961 7
2946 2604 -15
9229 2416 11
4066 9559 9
7871 2924 12
8689 1296 4
3529 4126 4
5731 605 -5
6451 2480 4
647 7697 -16
7625 4790 -8
1989 6497 20
2607 353 -7
1536 5700 -13
8453 6554 17
8444 648 8
5247 219 3
8942 9757 -20
6307 203 -16
6875 5576 -8
8711 7623 -4
738 7525 6
11 2588 -8
1845 3957 6
1538 6454 -10
4265 2072 2
6367 8543 -9
5439 6656 0
6926 8504 13
1098 9287 4
1332 9769 10
5962 4455 -20
6147 7505 -10
8666 4103 -9
5963 1729 9
3691 6890 -19
1572 262 -5
2424 2924 7
8573 3063 7
9444 6588 -3
2469 9632 10
8950 2786 -7
820 1450 -13
4356 7966 5
3822 9916 -9
3056 5978 -8
5520 4509 20
2911 9744 -14
4954 3090 9
5172 4915 -2
1834 348 12
3495 1745 16
1243 5864 2
3869 7398 9
8284 6284 5
5705 4078 -12
4958 8635 17
1298 3319 17
5212 7325 -17
4389 7792 -14
9913 7628 -6
9208 3093 -9
3548 6962 -18
2578 2892 13
3926 352 -20
3287 6874 -1
2101 9874 0
985 9216 7
8617 3774 11
6863 3259 -7
6475 3178 17
7712 6507 -5
4666 3070 18
666 787 -14
4124 9784 16
7557 9345 15
373 3397 -10
4383 6157 17
6282 5736 6
5103 480 -16
8690 7537 4
539 8754 14
6250 2624 19
9835 2453 8
9617 908 -19
8422 3705 0
9305 8975 18
4635 1311 3
7296 4077 11
2632 857 4
6154 643 0
4451 603 2
271 8650 16
8257 8932 -18
455 3316 -11
9342 5995 16
4769 4894 19
5021 6547 13
6670 1052 2
7736 7289 -16
4329 4518 -15
8270 404 16
3381 855 -11
6244 7873 2
9204 9988 -1
3557 1038 -5
2722 7832 3
4291 1881 19
9928 6028 4
1466 2840 -11
5678 9481 8
8076 4886 -15
2411 2715 -7
4413 2795 -2
1053 3981 7
4820 7426 14
9617 510 19
1485 2081 -20
4260 4265 19
2109 4550 -4
6581 7066 18
8796 6259 -1
2706 140 12
4967 4217 20
9140 461 10
3822 9929 -8
2011 1263 -19
4133 7562 14
9240 3527 14
7854 1974 10
2145 5114 -16
2369 3112 -11
3018 9014 -6
4656 3471 17
2956 9354 9
1439 9929 17
9103 1953 10
6286 8925 15
7863 5155 1
8306 9618 -11
6903 770 18
7730 4728 -11
4418 8769 -11
8179 6511 -17
739 9825 -13
3644 9067 -14
8158 9611 12
3639 5420 1
9912 3483 16
8240 5566 10
1719 8747 -17
5479 562 9
7024 2342 -3
78 1824 11
1927 4241 -13
4984 5578 1
6153 4456 -7
2138 474 -14
8410 2836 -15
5869 1489 8
2075 7829 -2
2634 5933 11
9315 9849 -6
376 860 -1
6352 510 14
7343 6593 11
9002 1579 3
5336 1906 13
3771 5678 5
1543 7200 -5
837 541 18
3529 5182 20
3866 6966 14
4110 6053 10
3364 6961 9
385 2217 13
7250 7791 -18
5019 1751 10
3011 3656 -5
1081 9853 -2
136 6845 10
3310 7489 2
6294 852 -13
9362 7736 -12
9549 4411 -17
6292 9427 -17
4586 443 3
2266 1203 19
4261 1895 7
591 8838 20
6457 6137 -9
9675 4993 9
6238 9353 17
1499 3827 -1
8098 6000 18
3692 2859 14
150 6771 -20
6654 9476 -12
926 7151 7
7269 6257 15
3960 1376 7
9662 4850 3
4955 5672 14
168 8002 16
3182 9123 9
6355 8424 6
6811 20 -3
1682 8130 16
7210 7889 -1
8629 6990 -17
978 6250 -14
9152 4963 18
2092 8783 -20
4132 5762 -17
9266 3303 -17
4489 9048 -18
3761 6587 -20
3312 491 -9
487 8514 5
829 388 -19
9963 8315 -15
3590 3607 -4
8412 3487 -17
9883 6211 9
8626 5052 -13
8047 8042 19
5982 3916 -20
5374 2884 15
944 5071 18
3943 6206 9
5239 4939 6
1346 8561 2
2260 5110 -4
1273 7892 6
8513 1016 3
620 7432 1
482 4433 -9
6207 1399 3
2893 779 -17
7320 8104 2
8432 9237 6
3265 977 15
1901 7958 20
773 6937 -10
2553 4495 4
4456 8994 -15
2465 334 7
2524 7496 3
1955 7000 14
2735 2010 -19
766 2824 -10
7380 7408 8
1348 7782 -10
6662 5037 -14
4503 125 1
3876 7430 -6
2174 1618 -2
4951 875 -12
2138 1997 -2
5485 1540 -2
7537 1637 15
