1000 4000
112 380 -6
112 400 16
112 505 -9
112 912 -15
113 197 -3
113 459 -15
113 810 -13
113 935 -16
114 386 12
114 736 -5
114 830 -4
115 22 16
115 138 -10
115 663 -15
115 720 19
115 731 11
116 82 -4
116 186 17
116 325 6
116 369 -16
116 455 15
116 536 -7
117 44 -15
117 51 18
117 447 15
117 535 8
117 654 3
118 67 -8
118 123 10
118 375 -20
118 612 -18
118 996 14
119 259 -15
119 328 -16
119 404 -15
119 410 -7
119 464 14
119 581 7
120 119 11
121 266 -19
121 550 -3
121 568 -3
121 574 -12
121 807 6
121 834 -20
121 948 -18
123 278 -6
123 446 -9
123 710 19
123 741 -17
123 985 1
124 3 3
124 66 -14
124 169 20
124 220 -6
124 374 17
124 596 -10
124 715 13
124 899 9
125 250 -9
125 601 -9
125 780 0
125 793 -4
126 144 12
126 208 -6
126 609 -4
126 904 -9
127 272 -12
127 413 8
127 487 13
127 595 -19
128 44 17
128 435 18
128 743 5
128 945 8
129 447 -6
129 559 -17
129 659 -4
130 74 -13
130 455 9
130 730 -10
130 824 -2
130 899 -4
130 989 -12
131 423 -4
131 795 -15
132 53 6
132 414 14
132 424 -18
133 640 14
133 739 13
134 459 20
134 532 16
134 588 4
134 714 18
134 908 -5
134 995 -20
135 353 0
135 680 -13
135 711 -5
135 713 7
135 773 6
135 827 0
136 737 0
136 950 10
137 60 5
138 55 -18
138 498 20
138 675 0
139 657 -5
139 691 19
139 804 19
139 813 17
139 838 8
140 19 -12
140 536 15
140 865 -14
140 982 19
140 990 6
141 0 0
141 37 9
141 223 -4
141 594 -1
142 136 -16
142 197 -11
142 553 -15
142 788 -4
142 853 11
143 36 -6
143 627 -3
143 838 11
144 80 -9
144 215 10
144 270 -8
144 310 -6
144 317 3
144 420 -18
144 476 3
144 787 -12
145 92 -18
145 159 -8
145 494 -4
145 514 -8
145 680 15
145 744 6
146 189 -8
146 457 9
146 584 -19
146 896 19
146 956 -18
147 29 -10
147 222 10
147 403 -8
147 548 -6
147 667 10
147 859 9
148 902 8
149 128 -18
149 395 -20
149 648 -12
149 921 17
150 127 -13
150 232 -6
150 394 -4
150 618 11
150 679 -7
150 830 -18
150 916 6
150 944 -7
150 988 -20
151 22 -6
151 42 5
151 119 12
151 341 -18
151 434 7
151 576 -5
151 930 18
152 117 13
152 199 3
152 509 14
152 661 -10
153 0 1
153 370 -10
153 379 18
154 599 16
154 666 -19
154 719 -2
154 883 12
155 360 10
155 533 11
155 664 7
155 781 16
155 948 -10
156 5 8
156 312 -10
156 433 18
156 557 7
156 703 10
156 837 1
156 893 -3
157 111 -13
157 169 -5
157 309 -14
157 325 -9
157 883 16
158 60 -2
158 69 -9
158 692 -17
159 341 7
159 474 -18
159 634 9
159 868 18
160 283 11
160 353 20
160 862 11
161 229 7
161 371 -9
161 534 13
161 608 6
161 733 -19
161 875 -13
162 48 6
162 269 9
162 506 -5
162 949 -8
163 58 5
163 81 8
163 370 5
163 847 -4
164 140 8
164 234 -10
164 454 13
164 680 3
165 927 13
166 302 7
166 571 8
166 576 -14
166 640 16
166 802 10
167 278 11
167 477 3
167 964 -2
168 570 -3
168 609 18
169 246 -18
169 431 9
169 755 9
169 939 8
170 301 16
170 558 0
171 8 0
171 31 6
171 71 20
171 767 -20
171 927 7
171 956 7
172 149 17
172 217 15
172 325 -5
172 349 10
172 352 -13
172 671 9
172 864 12
173 422 -20
173 643 -20
173 659 19
174 98 17
174 264 8
174 406 17
174 702 -8
175 22 14
175 132 -9
175 272 -7
175 662 12
175 713 14
176 273 -8
176 322 -9
176 329 10
176 414 -1
176 527 -2
176 654 14
176 852 -18
176 907 -12
176 919 -9
176 985 0
177 304 3
177 373 18
177 410 -13
177 937 -6
178 423 18
179 526 15
179 685 7
179 721 15
180 561 1
180 708 12
181 456 6
181 581 -20
181 788 1
181 825 10
181 891 3
182 14 -19
182 745 -16
183 141 14
183 192 19
183 239 7
183 611 0
184 96 20
184 102 -5
184 168 18
184 494 5
184 618 4
184 650 13
185 469 -11
185 713 -18
186 852 9
187 328 0
187 645 14
187 835 -10
188 439 -1
188 489 -3
188 575 -9
188 692 -3
188 970 5
189 109 17
189 564 6
189 961 -18
190 331 15
190 485 11
190 747 4
190 933 7
190 990 15
191 202 -16
191 374 0
191 427 -19
192 322 -6
192 572 6
192 610 0
192 669 16
192 808 20
193 127 -5
193 561 12
193 638 -1
193 691 6
193 835 10
194 186 6
194 260 -10
194 610 -9
194 720 -14
194 801 -19
195 256 -18
195 319 8
195 477 -7
195 604 1
195 731 11
195 814 6
196 208 -7
196 218 -10
196 505 12
197 544 3
198 238 -16
198 312 -13
198 433 0
199 580 -14
199 713 7
199 988 18
200 619 4
200 721 9
200 911 -13
200 997 2
201 182 12
201 459 2
201 824 -18
201 843 -11
201 889 15
202 207 18
202 401 -6
202 463 3
202 537 -14
202 632 -6
203 87 -16
203 510 7
203 538 -10
203 660 -4
203 717 12
203 919 -3
204 42 10
204 118 2
204 393 -2
204 426 -2
204 622 -7
205 29 9
205 333 19
205 414 10
205 488 -4
206 118 -12
206 375 19
207 102 -7
207 247 7
207 260 11
207 364 -9
207 604 3
208 50 6
208 321 -7
208 344 -13
208 418 -18
208 650 20
208 978 20
209 188 -17
209 749 -16
209 774 20
209 893 -1
210 26 -16
210 689 -20
210 721 16
210 911 10
210 924 -10
211 29 -10
211 208 -7
211 759 16
211 861 -5
211 891 14
212 79 -16
212 100 1
212 358 -4
212 482 -1
212 584 -4
213 29 -3
213 49 -19
213 138 1
213 400 -19
213 816 -6
213 840 -3
214 12 15
214 615 0
215 22 10
215 625 -5
215 835 -2
215 952 -11
216 260 -11
216 304 -12
216 565 -16
216 598 -1
216 632 4
216 779 -6
216 911 1
217 228 -5
217 253 -14
217 796 -19
217 994 1
218 82 -5
218 121 11
218 273 18
218 470 -13
218 751 7
219 9 -10
219 137 5
219 151 -12
219 648 17
219 747 1
219 822 13
220 102 -1
221 458 -1
221 869 -8
221 892 -1
222 362 -10
222 437 -20
222 888 7
223 130 10
224 173 17
224 274 6
224 355 -4
224 367 17
224 699 15
224 772 3
225 505 20
225 506 13
225 509 15
225 597 -6
226 26 8
226 142 -3
226 186 -4
226 308 -12
226 310 -10
226 594 -10
226 771 14
227 313 8
227 391 8
227 416 11
227 845 9
227 901 -1
229 49 -15
229 530 10
229 658 13
230 212 -17
230 288 -17
230 928 5
232 225 -7
232 432 -18
232 547 9
232 654 -5
232 860 -19
233 12 -8
233 75 12
233 732 3
233 770 -6
234 283 -2
234 973 3
234 997 20
235 150 -16
235 728 -9
235 941 -12
235 999 -4
236 277 6
236 283 4
236 416 6
236 946 6
237 98 -17
237 121 10
237 134 12
237 881 -11
238 122 0
238 179 16
238 858 16
238 889 8
239 77 -8
239 158 15
239 226 -11
239 858 -15
239 874 -10
240 125 -2
240 462 20
240 615 -13
241 35 7
241 45 8
241 337 -14
241 481 15
241 826 19
241 927 -6
241 973 18
242 449 1
242 633 -3
242 843 4
243 579 18
243 703 -14
243 844 -4
244 1 10
244 260 -12
244 444 8
244 454 10
244 510 -16
244 527 -19
245 73 -17
245 104 3
246 137 18
246 679 -17
246 886 4
247 451 -9
247 743 -16
248 740 -1
248 841 -11
249 78 7
249 85 15
249 284 -6
249 388 -14
249 435 20
250 245 10
250 367 20
251 173 12
251 183 -4
251 346 2
251 472 19
252 494 19
253 409 18
253 442 -19
253 581 -4
253 801 -3
254 377 16
254 444 18
254 609 12
255 128 9
255 455 10
255 700 -15
256 64 14
256 522 -2
256 538 9
256 540 -5
256 662 12
256 760 4
257 526 9
257 900 -10
257 995 -15
258 845 -19
259 422 -12
259 566 12
259 852 -11
260 2 18
260 35 -11
260 84 -14
260 186 14
260 290 -10
260 397 -2
260 455 -15
260 459 -5
260 846 -9
261 131 -6
261 174 2
261 453 7
261 583 7
261 806 -11
261 813 18
262 199 -2
262 308 -7
262 542 -5
262 965 15
262 972 -13
263 163 1
263 344 17
263 900 12
264 690 -6
265 127 -13
265 690 -10
266 447 3
266 713 18
267 322 -1
267 864 6
267 980 10
268 238 7
268 685 16
269 190 16
269 403 -2
269 476 20
269 519 1
270 199 13
270 317 -11
270 453 5
270 561 11
270 626 18
270 897 -16
271 38 -11
271 50 -16
271 534 -3
271 646 18
271 693 -14
271 806 0
271 952 11
271 981 20
272 11 11
272 62 -1
272 219 2
272 445 -20
272 458 -4
273 439 -3
273 530 9
273 647 9
273 943 -15
273 948 2
273 957 -16
274 532 15
275 58 -3
275 550 0
275 626 -3
275 879 -9
276 188 5
277 80 -1
277 270 -18
277 652 -7
277 807 -17
277 974 -8
278 200 1
278 225 7
278 499 -2
278 575 -9
279 191 -9
279 635 4
279 650 14
279 896 15
279 899 3
279 984 -14
280 22 -3
280 53 18
280 364 -3
280 771 -2
281 147 -11
281 293 -6
281 604 -11
281 662 -3
282 181 18
282 453 -9
282 564 7
282 585 -11
282 591 12
282 618 -9
282 941 -3
283 10 -8
283 764 -11
283 820 -12
284 228 5
284 311 -18
284 552 4
284 908 12
284 931 4
285 372 6
285 645 -1
285 844 -17
285 879 4
286 59 -3
286 437 12
286 493 -5
286 547 7
286 549 18
286 805 -14
286 853 3
288 925 -17
288 957 -1
288 958 -8
289 77 -17
289 496 -16
289 626 3
289 802 19
289 856 -9
289 876 -3
289 884 -9
289 931 -5
289 965 3
290 70 19
290 152 15
290 469 -2
290 508 8
290 542 -5
290 627 3
290 706 13
290 809 -14
291 104 10
291 545 -4
291 629 -13
291 710 -14
292 622 16
293 26 -11
293 174 19
293 466 4
293 617 19
293 702 10
294 142 -5
294 214 2
294 252 -11
294 399 -15
294 430 -13
294 932 0
295 211 -10
295 588 8
295 783 12
295 795 0
296 126 -2
296 440 1
296 921 -4
297 38 7
297 311 16
297 466 -15
297 496 20
297 633 -1
297 716 10
298 347 -15
298 416 -8
299 362 -10
299 433 2
299 997 -1
300 173 -17
300 576 14
300 768 -6
300 892 -4
301 340 -6
301 986 0
302 151 19
302 300 -17
302 774 -2
303 788 -11
304 234 7
304 567 17
304 570 -4
304 634 -15
304 671 -18
304 695 2
305 185 19
305 364 3
305 490 -8
305 711 11
305 805 18
305 952 -19
306 165 17
306 341 12
306 475 -8
306 763 -9
306 953 0
307 184 2
307 335 3
307 482 -3
307 990 13
308 29 -7
308 176 -3
308 220 15
308 221 6
308 633 -9
308 685 -15
308 686 -11
308 733 -12
308 964 -2
309 276 -9
309 342 -1
309 638 10
309 934 18
310 126 -1
310 283 -6
310 491 -17
310 875 -14
310 937 0
310 965 -2
311 247 17
311 297 -1
311 346 4
311 508 0
311 569 2
311 951 -2
312 171 -12
312 418 11
312 596 16
312 598 4
312 683 15
312 703 -9
313 293 -11
313 368 -6
313 381 3
313 827 -6
313 881 -6
314 131 -3
315 59 14
315 623 -8
315 953 18
316 130 10
316 154 -17
316 250 -8
316 862 -2
316 889 15
316 945 -8
317 950 19
318 152 -4
318 869 8
318 896 -2
318 943 -18
319 360 13
319 444 -13
319 956 15
320 135 -6
320 168 17
320 469 -19
320 914 6
321 127 10
321 704 8
322 227 6
322 551 6
322 632 -1
322 721 -18
322 807 13
323 734 -6
323 995 11
324 316 11
324 386 20
324 413 3
324 436 -17
324 524 -11
324 844 9
324 953 -8
325 429 -4
325 601 -1
325 678 1
325 820 -13
326 763 4
326 804 0
326 951 -8
327 69 -17
327 147 11
327 247 -14
327 377 15
327 462 -5
328 350 -2
328 692 9
328 845 -19
328 899 19
329 12 -9
329 531 10
329 620 15
329 856 14
329 920 18
330 89 -20
330 296 -7
330 467 -12
330 651 -4
331 309 -4
331 312 17
331 506 -17
331 515 6
331 722 15
331 805 1
331 834 -18
332 22 12
332 189 11
332 746 -17
332 948 10
332 990 -4
333 444 10
333 823 15
334 285 7
334 538 2
334 714 9
334 867 0
335 194 -6
335 301 13
335 367 -2
335 465 9
336 691 10
337 32 4
337 593 11
337 810 7
338 295 -11
338 446 -11
338 480 11
339 189 -4
339 343 -9
339 430 14
339 490 14
339 547 -6
339 967 -18
339 999 8
340 1 -4
340 40 -3
340 463 -11
340 593 -10
340 613 -15
340 850 -7
341 397 17
341 943 11
342 110 13
342 914 -10
343 28 16
343 90 -2
343 914 16
343 968 -18
344 22 -15
344 335 9
344 407 12
344 674 3
344 890 17
345 72 1
345 368 -13
345 563 16
345 710 -13
346 251 7
346 493 -18
347 944 -12
348 228 -3
348 365 -16
348 373 -17
348 605 -15
348 830 17
348 994 -13
348 995 8
349 47 17
349 157 -9
349 465 0
349 881 5
349 898 -10
350 4 3
350 538 19
350 556 -16
350 649 13
350 696 11
350 799 7
350 883 8
351 200 12
351 215 -10
351 306 -12
351 888 17
351 992 15
352 620 -20
352 757 12
352 768 1
352 849 11
353 156 -4
353 422 -10
354 283 17
354 630 15
354 949 1
355 313 2
355 327 15
355 481 -19
355 561 16
355 599 -17
355 930 -18
356 37 -12
356 47 11
356 266 14
356 453 7
356 456 -1
356 482 17
357 4 18
357 328 0
357 459 -3
358 131 4
358 164 5
358 438 8
358 785 -1
358 856 -3
359 60 2
359 487 -12
360 31 -4
360 37 -14
360 46 5
360 241 -4
360 512 7
360 667 12
360 924 5
360 943 -3
361 108 -6
361 425 3
361 515 11
361 656 14
361 667 -8
361 687 19
362 26 2
362 86 -20
362 143 19
362 308 -15
362 691 -13
362 731 5
363 332 -12
363 426 5
363 566 -15
363 588 -12
363 649 -20
363 657 -3
364 157 -3
364 396 -20
364 504 -16
364 583 -14
364 663 -17
364 709 -11
364 720 12
365 413 0
365 417 -15
365 428 11
365 435 -2
365 660 17
366 615 -6
366 737 9
366 885 9
367 39 16
367 50 -7
367 330 -17
367 620 -8
367 644 -14
367 747 19
368 317 1
368 347 -13
369 35 -8
369 113 20
369 331 2
369 419 -19
369 496 -2
370 349 -14
370 404 -11
370 520 12
370 978 8
371 161 -10
371 570 -12
371 780 -20
372 658 -15
372 665 20
372 818 10
372 912 -15
373 104 -14
373 343 -4
373 738 -8
374 135 -9
374 325 -9
374 382 -1
375 455 6
375 945 -20
376 22 3
376 159 -4
376 384 20
376 563 -11
376 624 -11
376 715 -11
376 783 -14
376 801 -12
376 837 -20
376 872 11
376 888 3
376 894 12
377 606 11
377 609 -15
377 664 -7
377 886 12
378 205 9
378 591 14
378 679 5
378 798 -18
378 816 6
378 961 -1
378 972 -14
379 293 -9
379 368 14
379 396 -11
379 424 -18
379 444 11
379 640 -14
379 670 14
380 357 0
380 363 6
380 405 -1
380 771 12
380 805 6
380 883 -20
380 968 5
380 983 -15
381 612 -8
381 624 13
381 645 -17
381 764 -7
381 864 -2
381 918 -4
382 643 8
382 857 19
383 608 -7
383 626 17
384 419 1
384 491 -16
385 476 -14
385 797 13
386 269 18
386 335 7
386 665 -2
386 895 13
387 104 14
387 637 4
387 690 -15
387 885 18
387 901 -1
387 968 15
388 400 1
388 575 4
388 769 19
388 788 7
388 802 0
388 884 -6
389 98 -20
389 278 -11
389 939 9
390 553 -16
390 642 -5
390 797 20
390 846 -11
390 958 9
391 426 6
391 515 -8
391 572 -18
392 486 16
392 666 -19
393 180 17
393 235 -9
393 359 -3
393 774 -10
393 792 7
394 4 1
394 835 -14
395 657 -3
395 662 2
395 740 -10
396 267 6
396 955 -16
398 60 -17
398 323 -10
398 445 12
398 500 15
398 860 14
399 374 3
399 663 -4
399 868 10
400 628 -5
400 655 -15
400 675 -1
400 686 5
400 756 -20
401 108 -1
401 573 -6
401 660 -1
401 670 8
401 767 -1
401 862 16
401 881 -4
401 982 13
402 119 17
403 674 8
404 446 17
404 624 14
404 949 -12
404 969 -11
405 245 3
405 660 8
405 962 -2
406 613 8
406 635 12
407 397 -2
407 947 11
407 965 -11
408 86 -10
408 87 17
408 134 14
408 323 -20
409 143 -11
409 221 20
409 727 6
409 885 1
409 925 14
410 74 12
410 399 -6
410 694 -11
410 915 -2
411 830 -20
411 968 13
412 272 3
412 556 -15
413 30 -9
413 232 7
413 322 -2
413 356 5
413 913 -14
414 223 17
414 654 13
414 690 -4
415 439 11
416 393 18
416 650 -13
416 942 14
417 127 5
417 414 -20
417 669 -15
417 674 -5
417 744 19
417 941 5
418 210 -11
418 353 15
418 373 -17
418 499 2
419 480 14
419 566 19
419 599 5
420 73 -9
420 590 -6
420 752 3
421 385 -1
421 645 19
422 57 -20
422 317 -3
423 0 6
423 164 4
423 595 13
423 896 -19
424 337 -17
424 425 -17
424 485 9
424 489 -20
424 641 -16
424 753 20
425 224 1
425 327 7
425 438 -20
425 462 -19
425 689 17
426 421 -10
426 574 9
427 8 -16
427 83 -16
427 383 10
428 178 -16
428 899 -5
428 913 -3
429 783 20
429 984 1
429 997 -14
430 39 -6
430 135 -8
431 728 -14
432 152 -1
432 921 18
433 546 11
433 549 16
433 898 -10
433 963 -17
434 818 -10
434 912 4
435 383 -14
435 895 8
436 1 -1
436 290 -7
436 979 -4
437 444 15
437 502 4
437 707 -3
438 30 11
438 33 19
438 104 3
438 219 18
438 315 -12
438 762 20
438 944 1
439 289 -7
439 308 -8
439 955 -9
440 47 14
440 237 13
440 999 -19
441 48 19
442 527 20
442 885 14
443 455 -3
443 707 -2
444 48 1
444 857 -8
445 193 19
445 246 10
445 566 -6
445 856 20
446 46 11
446 284 7
446 684 0
447 277 9
447 488 -9
447 525 -10
447 810 14
448 610 13
448 618 12
448 638 -4
448 701 -9
448 890 16
448 999 6
449 490 -17
450 296 1
450 695 -4
450 746 19
450 870 -18
451 554 -17
451 616 11
451 696 -1
452 29 2
452 832 10
453 60 11
453 288 -13
453 600 -2
454 771 4
455 3 17
455 6 -10
455 48 -16
455 314 4
455 484 15
455 522 -15
456 260 13
456 411 -15
456 437 7
456 680 17
456 843 20
457 22 11
457 60 -2
457 216 -16
457 276 -20
457 436 -20
457 547 -2
457 768 1
458 787 -2
458 839 2
458 959 8
459 82 7
459 593 15
459 730 20
459 802 -1
460 272 15
460 295 8
460 307 17
460 388 -11
460 478 -10
460 800 0
460 859 16
461 280 13
461 896 -2
462 245 1
462 311 -6
462 340 4
462 558 20
462 851 19
463 198 7
463 422 -14
463 911 6
464 75 -3
464 644 -20
464 674 17
464 777 -10
464 892 6
464 950 11
465 150 17
465 205 14
465 536 -11
465 557 -2
466 158 11
466 485 16
466 759 -7
466 944 15
467 44 -9
467 160 18
467 449 8
467 781 17
467 815 -2
468 448 0
468 493 19
468 524 10
468 741 20
468 790 -7
469 336 15
469 613 -2
470 211 11
470 499 15
470 502 -15
471 300 -17
471 774 3
471 873 11
471 917 -3
471 988 -15
472 415 -19
472 513 -5
472 758 -4
473 2 18
473 47 5
473 604 -7
473 819 -2
474 5 -8
474 145 -5
474 322 -1
474 424 -11
474 632 16
475 171 -12
475 423 -4
475 513 17
475 859 8
475 870 -7
476 58 -1
476 170 -3
476 616 -1
477 110 16
477 346 13
478 383 18
478 472 -1
478 608 -17
479 129 10
479 241 -14
479 507 10
479 596 1
479 629 -11
479 668 2
479 909 19
480 117 13
480 129 16
480 284 -18
480 521 -8
481 143 -10
481 175 17
481 515 19
481 639 2
481 654 -17
481 833 1
481 958 -17
482 289 14
482 813 20
482 943 -7
482 988 18
483 616 9
483 728 7
483 808 -12
483 936 1
483 938 13
484 297 20
484 776 20
485 276 -13
485 476 -20
485 949 8
486 41 -18
486 87 14
486 103 -8
486 209 16
486 679 -2
486 743 -20
487 450 -6
487 559 -8
487 668 -1
487 953 5
488 468 -18
488 473 18
488 839 11
488 853 -2
489 55 -17
489 279 10
489 944 -3
490 505 13
490 605 14
490 712 -3
490 966 1
491 191 -15
491 373 1
491 439 12
492 214 -8
492 579 1
492 764 11
493 460 18
493 466 5
493 475 -6
493 566 3
494 194 -2
494 283 -20
494 771 -6
494 871 -11
495 463 7
495 713 13
496 134 -7
496 322 -6
496 348 -1
496 534 -8
496 549 19
496 670 12
496 697 -3
496 811 13
496 856 -16
497 135 20
497 157 -7
497 183 -5
497 579 12
497 873 -11
498 65 18
498 978 -10
499 222 -17
499 465 3
499 844 3
499 930 -13
499 953 17
500 136 14
500 304 1
500 338 -9
500 534 -2
501 131 -11
501 272 -3
501 500 -18
501 605 15
501 609 15
502 175 -20
502 334 4
502 739 -1
502 764 7
502 831 5
502 986 12
503 424 -11
503 526 0
503 571 -20
504 166 -3
504 243 -17
504 249 -16
504 651 20
505 320 9
506 204 -3
506 480 8
507 72 13
507 129 -2
507 296 -2
507 311 9
507 672 11
507 927 19
508 183 13
509 437 -17
509 439 -16
509 706 -11
509 877 15
510 176 -14
510 181 0
510 415 -9
510 502 6
510 705 4
510 706 -14
510 808 6
510 878 19
511 148 17
511 230 17
511 470 -9
511 918 15
512 169 -18
512 253 6
512 787 -12
512 995 -11
513 83 7
513 212 0
513 428 -7
513 433 -12
513 535 12
513 609 14
513 759 12
513 846 3
514 378 15
514 543 17
515 216 -16
515 283 16
515 409 -8
515 443 -14
516 397 10
516 663 15
516 826 19
517 7 -4
517 21 20
517 175 5
517 186 -6
517 261 11
517 312 17
517 340 18
517 396 20
517 520 -20
517 546 -2
517 795 -4
517 925 9
518 168 6
518 226 5
518 364 13
518 658 19
519 62 8
519 198 14
519 527 17
519 586 -10
519 608 -12
519 804 18
520 1 -1
520 238 -16
520 272 7
520 322 -1
520 473 -11
520 635 -6
520 726 -2
520 901 16
521 336 -5
521 642 16
521 835 -8
522 815 1
523 475 -16
523 722 -13
524 652 -3
524 752 9
525 57 5
525 102 6
525 294 -17
525 375 18
525 397 -8
525 756 0
525 773 4
526 26 7
526 255 -8
526 858 6
527 157 10
527 816 6
527 846 2
528 33 6
528 77 5
528 635 1
529 452 3
530 634 5
530 684 -11
531 309 -20
531 785 -5
531 862 -5
531 906 9
532 135 3
532 193 13
532 608 -7
533 175 13
533 362 -17
533 495 13
533 708 -2
533 936 -3
534 375 -10
534 609 20
534 642 19
534 720 -18
535 364 -3
535 438 -15
